# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/14 15:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-14 15:30:00",   3.5607,   0.6092,   0.2461
"2000-08-14 15:30:01",   3.3537,   0.0598,  -0.4086
"2000-08-14 15:30:02",   2.8215,   0.4537,   0.1486
"2000-08-14 15:30:03",   2.5633,  -0.2284,   0.4256
"2000-08-14 15:30:04",   2.5737,  -0.1564,   0.2006
"2000-08-14 15:30:05",   2.8752,  -0.3505,   0.0309
"2000-08-14 15:30:06",   2.5847,   0.3411,   0.7636
"2000-08-14 15:30:07",   2.3643,  -0.0256,   0.0006
"2000-08-14 15:30:08",   3.1712,   0.0648,  -0.2033
"2000-08-14 15:30:09",   3.1852,   0.8410,   0.4854
"2000-08-14 15:30:10",   3.2720,   0.9240,   0.2412
"2000-08-14 15:30:11",   2.7338,   0.5970,   0.3937
"2000-08-14 15:30:12",   3.3419,   0.7598,  -0.2147
"2000-08-14 15:30:13",   3.5253,   0.2723,   0.1255
"2000-08-14 15:30:14",   3.4376,   0.0232,   0.0284
"2000-08-14 15:30:15",   4.6042,  -0.5534,  -0.6514
"2000-08-14 15:30:16",   3.7482,   0.6057,  -0.1621
"2000-08-14 15:30:17",   4.0252,   0.3678,  -0.3775
"2000-08-14 15:30:18",   3.6206,  -0.5959,  -0.4692
"2000-08-14 15:30:19",   2.9215,  -0.2889,  -0.2164
"2000-08-14 15:30:20",   2.9413,   0.0157,  -0.3719
"2000-08-14 15:30:21",   2.9550,   0.7671,  -0.0796
"2000-08-14 15:30:22",   2.1996,   0.2028,   0.5428
"2000-08-14 15:30:23",   3.3752,  -0.3845,  -0.3572
"2000-08-14 15:30:24",   2.9706,   1.0650,  -0.2549
"2000-08-14 15:30:25",   3.6095,   0.5765,   0.1275
"2000-08-14 15:30:26",   2.8467,   0.4339,   0.0715
"2000-08-14 15:30:27",   2.7967,   0.1798,   0.3529
"2000-08-14 15:30:28",   2.8123,  -0.0943,   0.2732
"2000-08-14 15:30:29",   3.4312,   0.1068,  -0.5405
"2000-08-14 15:30:30",   2.8552,   0.5373,   0.1835
"2000-08-14 15:30:31",   3.5300,   0.4321,  -0.1726
"2000-08-14 15:30:32",   3.2812,   0.2679,  -0.0056
"2000-08-14 15:30:33",   3.6208,   0.7532,  -0.1990
"2000-08-14 15:30:34",   3.4905,   0.7876,   0.0886
"2000-08-14 15:30:35",   2.5563,   1.7653,  -0.0681
"2000-08-14 15:30:36",   2.6688,   0.9231,   0.4110
"2000-08-14 15:30:37",   2.1791,   0.7620,   0.2435
"2000-08-14 15:30:38",   2.7202,   0.4862,  -0.0457
"2000-08-14 15:30:39",   2.2363,   0.2828,  -0.4102
"2000-08-14 15:30:40",   3.3089,  -0.0362,  -0.1836
"2000-08-14 15:30:41",   2.0217,   0.6888,   0.6206
"2000-08-14 15:30:42",   3.1280,   0.2676,  -0.1186
"2000-08-14 15:30:43",   3.5207,   0.1377,  -0.1857
"2000-08-14 15:30:44",   3.8913,   0.4654,  -0.5466
"2000-08-14 15:30:45",   3.5337,   0.6769,  -0.0124
"2000-08-14 15:30:46",   3.1107,   0.0572,   0.2191
"2000-08-14 15:30:47",   3.0977,  -0.7125,  -0.2689
"2000-08-14 15:30:48",   3.2883,  -0.1262,   0.4703
"2000-08-14 15:30:49",   3.5501,   0.4794,  -0.7474
"2000-08-14 15:30:50",   3.2556,   1.0763,   0.0450
"2000-08-14 15:30:51",   3.6952,   0.6604,  -0.2171
"2000-08-14 15:30:52",   3.8799,   0.5746,  -0.1349
"2000-08-14 15:30:53",   3.9049,   0.4570,   0.0734
"2000-08-14 15:30:54",   3.3867,   0.2102,  -0.0549
"2000-08-14 15:30:55",   3.5153,  -0.0557,   0.1030
"2000-08-14 15:30:56",   3.9559,  -0.0534,  -0.5911
"2000-08-14 15:30:57",   3.4718,   0.5611,  -0.2266
"2000-08-14 15:30:58",   3.0861,   1.0608,  -0.1190
"2000-08-14 15:30:59",   3.4173,   1.0918,   0.0151
"2000-08-14 15:31:00",   3.1677,   0.6721,  -0.0239
"2000-08-14 15:31:01",   2.9697,   0.1368,   0.0392
"2000-08-14 15:31:02",   3.2116,   0.3768,   0.2079
"2000-08-14 15:31:03",   3.3234,   0.5814,  -0.1245
"2000-08-14 15:31:04",   4.0655,   0.4651,  -0.2173
"2000-08-14 15:31:05",   3.9853,   0.5614,  -0.2001
"2000-08-14 15:31:06",   3.4804,   0.5347,   0.2354
"2000-08-14 15:31:07",   4.0403,   0.4716,  -0.3946
"2000-08-14 15:31:08",   3.4444,   0.8206,  -0.9284
"2000-08-14 15:31:09",   3.0841,   0.9804,  -0.2403
"2000-08-14 15:31:10",   2.8032,   1.2091,   0.2762
"2000-08-14 15:31:11",   2.7844,   0.6343,   0.8077
